5.421104684112099115e-01;5.402511428890894862e-01;5.887473993784422266e-01;5.614226903138275215e-01;5.788379019749957388e-01;5.947292270004747028e-01;6.088013811359764826e-01;6.465203966803102498e-01
6.234512313321746158e-01;6.461182070835704838e-01;6.360501286593709391e-01;6.604273445768192863e-01;6.466537779876125880e-01;6.652795595584588551e-01;6.785311524579330511e-01;6.966481050704582678e-01
6.844146219802136333e-01;6.700902448735664985e-01;6.974935522997566251e-01;6.723324033682017697e-01;6.815677663247543538e-01;6.890301169570113293e-01;7.045077343414024584e-01;7.100394404979408769e-01
7.743009521351166269e-01;7.143083947628836583e-01;7.665231174726486740e-01;7.753650838185576211e-01;7.672005482808833543e-01;7.614620222826598006e-01;7.819004471236403742e-01;8.012250760856630682e-01
5.858896543896082720e-01;5.959329133126637368e-01;5.811000209155908758e-01;5.982756605508043890e-01;5.795902640779002635e-01;5.787703807933600730e-01;6.010138951912747940e-01;6.201107318836376336e-01
6.451552744062452049e-01;6.482194464834551972e-01;6.390748194608738553e-01;6.298539075532529896e-01;6.391267373347682135e-01;6.521299418444301832e-01;6.919667827599037535e-01;7.685684503144391000e-01
6.341326035900495262e-01;6.315989224348390607e-01;6.294432949999976268e-01;6.369553555789420063e-01;6.260070437437967872e-01;6.370105952966507168e-01;6.555653711204287859e-01;6.642375705563694499e-01
7.044543363573370076e-01;6.353855495209551618e-01;7.109568446135706710e-01;6.761104095063495967e-01;7.019089551940540517e-01;6.950650784859598863e-01;6.979087282554800042e-01;7.289145716526597152e-01
6.200603018341136474e-01;6.253760561107163385e-01;6.241720520212449275e-01;6.102529520447148581e-01;6.041434034183136292e-01;6.306797490938288453e-01;6.289143114725377348e-01;6.615845952760511794e-01
6.584413136125887300e-01;6.638829822033757155e-01;6.740048021405974366e-01;6.720445155089558309e-01;6.652770100543448084e-01;6.696323805461509293e-01;6.758592404544734311e-01;6.839836893952270236e-01
6.491816227186225641e-01;7.756968179734021751e-01;7.447815024559786279e-01;7.344042669111218169e-01;7.323200407058784167e-01;7.514870778946448615e-01;7.506972631441645172e-01;7.784221874584215106e-01
6.601724018361676549e-01;6.322777939426005300e-01;6.521499665947597668e-01;6.494724673505423151e-01;6.519789060975521577e-01;6.426037622847204922e-01;6.535094774955197972e-01;6.702932760275267521e-01
5.986450453374286829e-01;6.102677507482876518e-01;6.334141862457179917e-01;6.033779128840061068e-01;6.225411590940312934e-01;6.627187867489233719e-01;7.092235748074093848e-01;7.539176463830730146e-01
1.051937719715774211e+00;1.124692758604302067e+00;1.100106116524843136e+00;1.214463839121554534e+00;1.199009278692266589e+00;1.219415968495244140e+00;1.235980414322935594e+00;1.280543484441187152e+00
6.756049353896866894e-01;6.990145360795032570e-01;7.204357695691645525e-01;7.211489968958446628e-01;7.454329610929260053e-01;7.503191526434546121e-01;7.754145891064539997e-01;8.295581330742448634e-01
7.209469956978439287e-01;6.652591507741582033e-01;6.965193789295203164e-01;7.034252712983826150e-01;6.956783313631594856e-01;7.114381242948435435e-01;7.234279620335175576e-01;7.485057038877002134e-01
6.685703376582007307e-01;7.147044083430320605e-01;7.460134191825954497e-01;7.319602448885647039e-01;7.355189582714564134e-01;7.484048848163298295e-01;7.575918054785604205e-01;7.916417071745840417e-01
6.012521414071728687e-01;5.794633336767348597e-01;6.052133247143448580e-01;5.730605191254014574e-01;5.489240389627147998e-01;5.706029356372983585e-01;6.128505384165867653e-01;6.743520647210938801e-01
6.583987301200419084e-01;6.396062919257571311e-01;6.391248837496631419e-01;6.282643893284509673e-01;6.234683308556617787e-01;6.226692238452250505e-01;6.267781272105406032e-01;6.395247338557036310e-01
7.155923837219896333e-01;7.256133639698056914e-01;6.731111072882539625e-01;7.108940831117543935e-01;7.004460926259994391e-01;6.837225371583017797e-01;7.228229227804774393e-01;7.231095627129050518e-01
6.534518055279402438e-01;6.555065675027474947e-01;6.373263201737389139e-01;6.379267867547656623e-01;6.299820583304076571e-01;6.320369246186664514e-01;6.368257862320942930e-01;6.524211232094632162e-01
6.466394868521708750e-01;6.357482964415943627e-01;6.295886764759025533e-01;6.202898654084731955e-01;6.111376784188496947e-01;6.168002287872428324e-01;6.258465464568665482e-01;6.481978120628018036e-01
5.726067936152696713e-01;5.306380004377946324e-01;6.234290965280122609e-01;6.004146662068891027e-01;6.258837453540244677e-01;6.446116196512965413e-01;6.514388521915968067e-01;6.943067065854852116e-01
6.283665453179142490e-01;6.299416256796773750e-01;6.195537949516430887e-01;6.076780565937143219e-01;6.102080755353517239e-01;6.030454161234684030e-01;6.095018120784625459e-01;6.245016339311602049e-01
6.704299888735912871e-01;6.482766421158973058e-01;6.669046286512234634e-01;6.422558554607236125e-01;6.298403131925843779e-01;6.352322817610468464e-01;6.479706683818833302e-01;6.571976899033313835e-01
5.386645228609512337e-01;5.642441306754180097e-01;6.084008270210146119e-01;6.210657838699247257e-01;6.157929020660053432e-01;6.223784886660530535e-01;6.508555181610233831e-01;6.720442883959144575e-01
5.934760175309918839e-01;5.994163241926971919e-01;5.938782180376815933e-01;5.857015600856652071e-01;5.872444963714739119e-01;5.941764748569160481e-01;6.023453733534709365e-01;6.283609906884123353e-01
5.036350735968655457e-01;5.365538578828453753e-01;5.944652389103889378e-01;5.827136117712311547e-01;5.812619238613681016e-01;5.791843537693569521e-01;5.917900994844751406e-01;6.253383335097506546e-01
8.389866684180653511e-01;8.156903078779258465e-01;8.562617389426239178e-01;8.316793625946956592e-01;8.260016265916424461e-01;8.314300673512668993e-01;8.319377086501550389e-01;8.459978506050503944e-01
